REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;DATA DA ABERTURA;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
NORDESTE;MA;SÃO DOMINGOS DO AZEITÃO;TABULEIRÃO;01420.010651/2015-14;16/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO JOÃO BATISTA;QUIÁ e NOVA BRASÍLIA;01420.012423/2014-06;30/09/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO JOÃO BATISTA;OLHO D'ÁGUA DOS BODES;01420.012430/2014-08;30/09/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;CANTANHÊDE;01420.003706/2015-30;26/03/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;LIMÃO;01420.003707/2015-84;25/03/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;OUTEIRO DE MARIA JUSTINA;01420.010210/2014-31 ;15/08/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;POLEIRO;01420.007136/2015-57;22/06/2015;CERTIFICADA;104/2016;20/05/2016;54230.000742/2017-15;
NORDESTE;MA;SÃO VICENTE FERRER;POVOADO DE PACHORRA;01420.003705/2015-95;25/03/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;SANTA BÁRBARA;01420.004641/2011-16;25/04/2011;CERTIFICADA;104/2016;20/05/2016;54230.002296/2011-80 ;
NORDESTE;MA;SÃO VICENTE FERRER;SÃO FRANCISCO DOS AROUCHAS;01420.007471/2014-74;25/06/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;SÃO MARCOS;01420.003708/2015-29;26/03/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;SÃO PEDRO;01420.007137/2015-00;22/06/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;SOARES;01420.004499/2015-31;13/04/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SÃO VICENTE FERRER;TABOCAL e ILHA D'ÁGUA;01420.013700/2014-90;29/10/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;SERRANO DO MARANHÃO;SOLEDADE;01420.001850/2015-31                                                                                                  ;11/02/2015;CERTIFICADA;104/2016;20/05/2016;54230.007593/2013-83 ;
NORDESTE;MA;SERRANO DO MARANHÃO;SÃO BENEDITO;01420.005311/2010-67;25/10/2010;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;TURIAÇU;CRISPIM;01420.007470/2014-20;03/05/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;VARGEM GRANDE;BOA VISTA DOS CONRADOS;01420.004502/2015-16;08/04/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;MA;VIANA;SANTA HELENA II;01420.011161/2013-73;05/09/2013;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;CACHOEIRA DO SUL;RINCÃO DO IRAPUAZINHO;01420.001748/2015-36;10/02/2015;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;CARAZINHO;FLOR DA SERRA;01420.006673/2013-18;20/06/2013;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;CERRO GRANDE DO SUL;VILA JOAQUINA;01420.014805/2014-66;13/11/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;CERRO GRANDE DO SUL;VILA VENTURA;01420.014807/2014-55;13/11/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;FORMIGUEIRO;MARIA JOAQUINA;01420.010465/2015-85;10/09/2015;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;FORTALEZA DOS VALOS;COSTANEIRA;01420.012681/2014-84;06/10/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;LAJEADO;UNIDOS DO LAJEADO;01420.002051/2015-82;19/02/2015;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;MUITOS CAPÕES;MATO GRANDE;01420.006863/2014-16;06/06/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;RODEIO BONITO;BINO;01420.008476/2015-03;27/07/2015;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;SÃO GABRIEL;CALEIRA;01420.004821/2014-41;21/10/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;SARANDI;BEIRA CAMPO;01420.006865/2014-13;06/06/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;TERRA DE AREIA;BOA VISTA ;01420.006678/2014-21;03/06/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;TERRA DE AREIA;ZÂMBIA;01420.006679/2014-76;03/06/2014;CERTIFICADA;104/2016;20/05/2016;;
SUL;RS;TRIUNFO;MORADA DA PAZ;01420.010095/2015-86;02/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;SE;LAGARTO;CAMPO DO CRIOULO, CRIOULO, MADALENA, PINDOBA e SACO DO TIGRE;01420.011413/2014-45;09/09/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;SE ;SIRIRI              ;CASTANHAL;01420.004430/2013-45;29/04/2013;CERTIFICADA;104/2016;20/05/2016;;
CENTRO-OESTE;MT;BARRA DO BUGRES;ÁGUA DOCE;01420.010181/2015-99;04/09/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;PB;SÃO BENTO;TERRA NOVA;01420.003988/2015-75;31/03/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;PE;BOM CONSELHO;MOCÓS;01420.007064/2015-48;18/06/2015;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;PI;CAMPO ALEGRE DO FIDALGO;SANTA MARIA DO CANTO;01420.016249/2014-62;09/12/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;PI;PAULISTANA;SOMBRIO;01420.014964/2014-61;17/11/2014;CERTIFICADA;104/2016;20/05/2016;;
NORDESTE;PI;PIRIPIRI;MARINHEIRO;01420.003189/2008-70;29/10/2008;CERTIFICADA;104/2016;20/05/2016;54380.002421/2007-51;
NORDESTE;PI;PIRIPIRI;VAQUEJADOR;01420.003188/2008-25;29/10/2008;CERTIFICADA;104/2016;20/05/2016;54380.002423/2007-41;
NORTE;TO;PONTE ALTA DO TOCANTINS;LAGOA AZUL;01420.002405/2016-70;22/03/2016;CERTIFICADA;104/2016;20/05/2016;;
SUDESTE;ES;JERONIMO MONTEIRO;SÍTIO DOS CRIOULOS;01420.005547/2015-16;11/05/2015;CERTIFICADA;104/2016;20/05/2016;;
SUDESTE;ES;LINHARES;DEGREDO;01420.002898/2015-67;05/03/2015;CERTIFICADA;104/2016;20/05/2016;54000.210945/2018-02;
SUDESTE;SP;CANANÉIA;RIO DAS MINAS;01420.015600/2015-89;16/12/2015;CERTIFICADA;104/2016;20/05/2016;54190.002168/2016-84;
SUDESTE;MG;ANGELÂNDIA;SANTO ANTÔNIO DOS MOREIRAS;01420.000458/2016-56;19/01/2016;CERTIFICADA;104/2016;20/05/2016;54170.008385/2016-04;
SUDESTE;MG      ;BONITO DE MINAS         ;MANDUS  ;01420.001861/2016-01;10/03/2016;CERTIFICADA;104/2016;20/05/2016;54170.008384/2016-51;
SUDESTE;MG      ;BONITO DE MINAS         ;VARGEM GRANDE   ;01420.001866/2016-25;10/03/2016;CERTIFICADA;104/2016;20/05/2016;54170.008383/2016-15;
SUDESTE;MG;BERILO;BREJO;01420.015525/2015-56;15/12/2015;CERTIFICADA;104/2016;20/05/2016;54170.008382/2016-62;
SUDESTE;MG;BERILO;CRUZEIRO;01420.006976/2013-31;21/06/2013;CERTIFICADA;104/2016;20/05/2016;54170.008381/201618;
SUDESTE;MG;BERILO;TABULEIRO;01420.006975/2013-96;21/06/2013;CERTIFICADA;104/2016;20/05/2016;54170.008380/2016-73;
SUDESTE;MG;CAPELINHA;SANTO ANTÔNIO DO FANADO;01420.010966/2015-61;22/09/2015;CERTIFICADA;104/2016;20/05/2016;54170.008379/2016-49;
SUDESTE;MG;CORONEL MURTA;MUTUCA DE CIMA;01420.000459/2016-09;19/01/2016;CERTIFICADA;104/2016;20/05/2016;54170.008378/2016-02;
SUDESTE;MG;CHAPADA DO NORTE;FACEIRA;01420.007821/2010-79;09/12/2010;CERTIFICADA;104/2016;20/05/2016;54170.008377/2016-50;
SUDESTE;MG;CHAPADA DO NORTE;CÓRREGO DO ROCHA;01420.007826/2010-00;09/12/2010;CERTIFICADA;104/2016;20/05/2016;54170.008376/2016-13;
SUDESTE;MG;JANUÁRIA;SANGRADOURO GRANDE;01420.012042/2014-19;23/09/2014;CERTIFICADA;104/2016;20/05/2016;54170.007640/2016-93;
SUDESTE;MG;JANUÁRIA;TATU;01420.014732/2013-21;14/11/2013;CERTIFICADA;104/2016;20/05/2016;54170.008375/2016-61;
SUDESTE;MG;JENIPAPO DE MINAS;VILA SILVOLÂNDIA;01420.014655/2015-71;30/11/2015;CERTIFICADA;104/2016;20/05/2016;;
SUDESTE;MG;MINAS NOVAS;BEM POSTA;01420.008279/2014-03;14/07/2014;CERTIFICADA;104/2016;20/05/2016;54170.008374/2016-16;
SUDESTE;MG;PAULISTAS;ROBERTOS;01420.009401/2015-31;17/08/2015;CERTIFICADA;104/2016;20/05/2016;54170.008373/2016-71;
SUDESTE;MG;SABINÓPOLIS;BARRA/SANTO ANTÔNIO;01420.003040/2015-10;09/03/2015;CERTIFICADA;104/2016;20/05/2016;54170.008372/2016-27;
SUDESTE;MG;SANTA HELENA DE MINAS;MARCINEIROS     ;01420.002301/2016-65;21/03/2016;CERTIFICADA;104/2016;20/05/2016;54170.008371/2016-82;
SUDESTE;MG;VIRGEM DA LAPA;CAMPINHOS;01420.011982/2015-71;15/10/2015;CERTIFICADA;104/2016;20/05/2016;54170.008370/2016-38;
SUDESTE;MG;VIRGEM DA LAPA;CAPIM PUBA;01420.011986/2015-50;15/10/2015;CERTIFICADA;104/2016;20/05/2016;54170.008369/2016-11;
SUDESTE;MG;VIRGEM DA LAPA;MUTUCA DE BAIXO, LAVRINHA, PACHECO, CÓRREGO DO BREJO e MORRO REDONDO ;01420.014885/2015-31;02/12/2015;CERTIFICADA;104/2016;20/05/2016;54170.008368/2016-69;
SUDESTE;MG;VIRGEM DA LAPA;GRAVATÁ e MASSACARÁ;01420.014881/2015-52;02/12/2015;CERTIFICADA;104/2016;20/05/2016;54170.008367/2016-14;
SUDESTE;MG;VIRGEM DA LAPA;ONÇA;01420.014890/2015-43;02/12/2015;CERTIFICADA;104/2016;20/05/2016;54170.008366/2016-70;
SUDESTE;MG;VIRGEM DA LAPA;SÃO JOSÉ;01420.015527/2015-45;15/12/2015;CERTIFICADA;104/2016;20/05/2016;54170.002058/2016-31;
NORDESTE;BA;ABAÍRA;BARRA DE CATOLÉS;01420.007567/2014-32;01/07/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;BARRA DA ESTIVA;GINETE;01420.001422/2008-80;26/05/2008;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;JACOBINA;CAFELÂNDIA;01420.002831/2008-01;22/09/2008;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;BONINAL;OLHOS D´ÁGUINHA ;01420.002820/2007-32;15/10/2007;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;BONITO;BALIZA;01420.011476/2015-82;01/10/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;CAMPO FORMOSO;GAMELEIRA DO DIDA;01420.009537/2014-61;05/08/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;CANSANÇÃO;TAMANDUÁ;01420.001374/2014-78;05/02/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;CASA NOVA;LAGOINHA;01420.014607/2015-83;27/11/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;CORAÇÃO DE MARIA;ENGENHO DA RAIZ MANGALÔ;01420.007130/2015-80;22/06/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;FÁTIMA;SERRADINHA;01420.005714/2014-30;05/02/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;FILADÉLFIA ;MORRINHOS;01420.013696/2015-41;17/11/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;GENTIO DO OURO;MATO GROSSO;01420.001705/2015-51;09/02/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;JACOBINA;BANANEIRA;01420.014275/2013-75;08/11/2013;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;JACOBINA;LÁZARO DO TIMBÓ;01420.013713/2014-69;29/10/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;JEREMOABO;JUAZEIRO DOS CAPOTES;01420.014208/2015-12;23/11/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;JUAZEIRO;ALAGADIÇO;01420.008396/2015-40 ;24/07/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA      ;MURITIBA;BAIXA GRANDE;01420.001897/2016-86;10/03/2016;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;MIRANGABA;ALMEIDA;01420.005730/2014-22;14/05/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;PEDRINHAS;01420.000545/2016-11;22/01/2016;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;MUQUÉM DE SÃO FRANCISCO;CIPÓ I;01420.006989/2015-71;17/06/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;NOVO HORIZONTE;GÓIS;01420.004274/2014-01;15/04/2014;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;ANGICO;01420.007021/2015-62;17/06/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;VARGEM COMPRIDA;01420.012712/2015-88;03/11/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;BARRA;01420.016018/2015-30;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;JUAZEIRINHO E ADJACÊNCIAS;01420.016018/2015-30;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;AROEIRA;01420.016023/2015-42;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;TOQUINHA;01420.016023/2015-42;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;BRASILEIRA E ADJACÊNCIAS;01420.016023/2015-42;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA ;PALMAS DE MONTE ALTO;LAGOA SECA E REGIOES VIZINHAS;01420.016026/2015-86;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;EMPOEIRA;01420.016021/2015-53;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;JUREMA E ADJACENCIAS;01420.016022/2015-06;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMAS DE MONTE ALTO;FAZENDA CAMPOS SÍTIO LEÃO;01420.016024/2015-97;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;MUNDO NOVO;JEQUITIBÁ;01420.016015/2015-04;23/12/2015;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA ;SÃO FELIX                       ;TERRENO DO GOVERNO;01420.001894/2016-42;10/03/2016;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;SÃO FELIX;QUILOMBO PAU GRANDE E SANTO ANTÔNIO DA JAQUEIRA   ;01420.001893/2016-06;10/03/2016;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;SÃO FELIX;SUBAHUMA E ENGENHOCA;01420.001898/2016-21;10/03/2016;CERTIFICADA;103/2016;20/05/2016;;
NORDESTE;BA;PALMEIRAS;TEJUCO;01420.008877/2014-74;23/07/2014;CERTIFICADA;103/2016;20/05/2016;;
NORTE;PA;ACARÁ;ITAPUAMA;01420.015487/2014-51;02/09/2014;CERTIFICADA;103/2016;20/05/2016;;
NORTE;PA;ÓBIDOS;PATAUÁ UMIRIZAL;01420.012770/2014-21;21/09/2014;CERTIFICADA;103/2016;20/05/2016;54105.000030/2004-21 ;
NORTE;PA;PORTEL;SÃO TOMÉ DE TAUÇÚ;01420.009576/2015-49;19/08/2015;CERTIFICADA;103/2016;20/05/2016;54100.000013/2017-36;
NORTE;PA;PORTEL;CIPOAL RIO DO PACAJÁ;01420.009573/2015-13;19/08/2015;CERTIFICADA;103/2016;20/05/2016;54100.000011/2017-47;
NORTE;PA;OEIRAS DO PARÁ;IIGARAPÉ ARIRÁ;01420.000729/2016-73;20/01/2016;CERTIFICADA;103/2016;20/05/2016;54100.001487/2015-33;
SUDESTE;RJ;MANGARATIBA;FAZENDA SANTA JUSTINA/SANTA ISABEL;01420.006924/2013-64;17/06/2013;CERTIFICADA;103/2016;20/05/2016;;
SUDESTE;RJ;NITERÓI;GROTÃO;01420.001829/2016-17;16/02/2016;CERTIFICADA;103/2016;20/05/2016;;
SUDESTE;SP;ELDORADO;BAIRRO DAS OSTRAS;01420.008121/2015-14;07/07/2015;CERTIFICADA;103/2016;20/05/2016;54190.002166/2016-75;
NORTE;PA;BARCARENA;SÍTIO CONCEIÇÃO;01420.002156/2015-31;09/02/2015;CERTIFICADA;221/2016;17/10/2016;54100.004372/2016-81;
NORTE;PA;BARCARENA;SÍTIO CUPUAÇU/BOA VISTA;01420.002160/2015-08;05/02/2015;CERTIFICADA;222/2016;17/10/2016;54100.004370/2016-92;
NORTE;PA;BARCARENA;SÍTIO SÃO JOÃO;01420.002158/2015-21;11/12/2014;CERTIFICADA;223/2016;17/10/2016;54100.004371/2016-37;
NORTE;PA;BARCARENA;GIBRIÉ DO SÃO LOURENÇO;01420.014842/2015-55;02/12/2015;CERTIFICADA;218/2016;17/10/2016;54100.004359/2016-22;
NORTE;PA;IRITUIA;SANTA MARIA DO RETIRO;01420.006201/2016-16;22/06/2016;CERTIFICADA;219/2016;17/10/2016;;
NORTE;PA;IRITUIA;SANTO ANTÔNIO;01420.006396/2016-96;28/06/2016;CERTIFICADA;220/2016;17/10/2016;;
SUDESTE;MG;JANUÁRIA;CROATÁ;01420.005869/2016-38;10/06/2016;CERTIFICADA;259/2016;17/10/2016;54170.007639/2016-69;
SUDESTE;SP;ELDORADO;ENGENHO;01420.011574/2016-09;04/09/2016;CERTIFICADA;260/2016;17/10/2016;54190.002165/2016-21;
CENTRO-OESTE;GO;ABADIA DE GOIÁS;RECANTOS DOURADOS;01420.010787/2016-13;15/10/2016;CERTIFICADA;261/2016;17/10/2016;54150.000102/2017-97;
NORDESTE;MA;ANAJATUBA;TESO GRANDE;01420.006466/2016-14;20/06/2016;CERTIFICADA;38/2017;17/01/2017;54190.002165/2016-21 - 54230.001189/2017-20;
NORDESTE;MA;PINHEIRO;PACOÃ;01420.005988/2016-91;10/06/2016;CERTIFICADA;39/2017;17/01/2017;;
NORDESTE;MA;ALTO PARNAÍBA;MACACOS, BREJIM E CURUPÁ;01420.004482/2016-64;11/05/2016;CERTIFICADA;40/2017;17/01/2017;;
NORDESTE;MA;ANAJATUBA;LADEIRA;01420.006465/2016-61;20/06/2016;CERTIFICADA;41/2017;17/01/2017;54230.001190/2017-54;
NORDESTE;MA;AXIXÁ;CENTRO GRANDE;01420.005489/2016-01;03/06/2016;CERTIFICADA;18/2017;17/01/2017;54230.000235/2017-73;
NORDESTE;MA;ANAJATUBA;BOM JARDIM;01420.007101/2016-07;14/06/2016;CERTIFICADA;42/2017;17/01/2017;54230.001188/2017-85;
NORDESTE;MA;PINHEIRO;BEM FICA;01420.005962/2016-42;14/06/2016;CERTIFICADA;19/2017;17/01/2017;;
NORDESTE;MA;PINHEIRO;SANTA MARIA;01420.005986/2016-00;10/06/2016;CERTIFICADA;43/2017;17/01/2017;;
NORDESTE;MA;AXIXÁ;BURGOS;01420.005488/2016-59;03/06/2016;CERTIFICADA;20/2017;17/01/2017;54230.000236/2017-18;
NORDESTE;MA;PERI MIRIM;ITAQUIPÉ;01420.007281/2016-19;26/07/2016;CERTIFICADA;21/2017;17/01/2017;54230.000720/2017-47;
NORDESTE;MA;ANAJATUBA;CUMBI;01420.007099/2016-68;14/06/2016;CERTIFICADA;30/2017;17/01/2017;54230.001193/2017-98;
NORDESTE;MA;ANAJATUBA;ILHAS DO TESO;01420.007100/2016-54;14/06/2016;CERTIFICADA;31/2017;17/01/2017;54230.001191/2017-07;
NORDESTE;MA;PINHEIRO;SANTA ROSA;01420.005989/2016-35;10/06/2016;CERTIFICADA;33/2017;17/01/2017;;
NORDESTE;MA;SÃO BENEDITO DO RIO PRETO;GUARIMÃ;01420.006692/2016-97;01/07/2016;CERTIFICADA;32/2017;17/01/2017;54230.001397/2017-29;
NORDESTE;MA;ANAJATUBA;CUPAUBA;01420.006463/2016-72;20/06/2016;CERTIFICADA;34/2017;17/01/2017;54230.001201/2017-04;
NORDESTE;MA;ANAJATUBA;CENTRO DE ISIDÓRIO;01420.007097/2016-79;14/06/2016;CERTIFICADA;22/2017;17/01/2017;54230.001192/2017-43;
NORDESTE;MA;PINHEIRO;BELO MONTE;01420.005966/2016-21;14/06/2016;CERTIFICADA;35/2017;17/01/2017;;
NORDESTE;MA;PINHEIRO;GUARIBAL;01420.005987/2016-46;10/06/2016;CERTIFICADA;23/2017;17/01/2017;;
NORDESTE;MA;PINHEIRO;SANTA VITÓRIA DO GAMA;01420.005967/2016-75;14/06/2016;CERTIFICADA;36/2017;17/01/2017;;
NORDESTE;MA;PINHEIRO;PROTEÇÃO;01420.005990/2016-60;10/06/2016;CERTIFICADA;24/2017;17/01/2017;;
NORDESTE;MA;ANAJATUBA;SÃO JOSÉ E ZÉ BERNARDO;01420.007098/2016-13;14/06/2016;CERTIFICADA;37/2017;17/01/2017;54230.001187/2017-31;
NORDESTE;MA;SÃO JOÃO DO SOTER;SANTO ANTÔNIO;01420.010775/2014-19;25/08/2014;CERTIFICADA;25/2017;17/01/2017;;
NORDESTE;MA;TURIAÇU;NOVA CAXIAS;01420.005283/2015-92;27/11/2014;CERTIFICADA;26/2017;17/01/2017;;
NORDESTE;MA;CODÓ;SETE;01420.011896/2016-40;10/11/2016;CERTIFICADA;27/2017;17/01/2017;;
NORDESTE;MA;OLINDA NOVA DO MARANHÃO;CRISPIANA;01420.010915/2016-11;31/10/2016;CERTIFICADA;28/2017;17/01/2017;;
NORDESTE;MA;TUTÓIA;ITAPERINHA;01420.010911/2016-32;25/10/2016;CERTIFICADA;29/2017;17/01/2017;;
NORDESTE;BA;JEREMOABO;VIRAÇÃO E SIRIQUINHA;01420.005418/2014-39;30/04/2014;CERTIFICADA;50/2017;03/02/2017;;
NORDESTE;BA;IRAQUARA;POVOADO ESCÔNCIO;01420.003817/2016-27;28/04/2016;CERTIFICADA;51/2017;03/02/2017;;
NORDESTE;BA;PALMEIRAS;SERRA NEGRA;01420.003820/2016-41;28/04/2016;CERTIFICADA;52/2017;03/02/2017;;
NORDESTE;BA;PALMEIRAS;FUNDÃO;01420.003948/2016-12;14/04/2016;CERTIFICADA;53/2017;03/02/2017;;
NORDESTE;BA;PINDAÍ;CACO, VARGEM DO RANCHO E TABOA II;01420.005204/2016-24;25/05/2016;CERTIFICADA;54/2017;03/02/2017;;
NORDESTE;BA;PINDAÍ;BOI;01420.004917/2016-71;18/05/2016;CERTIFICADA;55/2017;03/02/2017;;
NORDESTE;BA;IRAQUARA;MEIO CENTRO;01420.003818/2016-71;28/04/2016;CERTIFICADA;56/2017;03/02/2017;;
NORDESTE;BA;SALINAS DA MARGARIDA;CONCEIÇÃO DE SALINAS;01420.001629/2015-83;04/02/2015;CERTIFICADA;62/2017;03/02/2017;;
NORDESTE;BA;FEIRA DE SANTANA;FAZENDA CANDEAL II;01420.012321/2016-44;29/11/2016;CERTIFICADA;57/2017;03/02/2017;;
NORDESTE;BA;RUY BARBOSA;BAIRRO DAS FLORES;01420.012433/2014-33;26/09/2014;CERTIFICADA;58/2017;03/02/2017;;
NORDESTE;BA;ENTRE RIOS;DOS  PEDROS;01420.012102/2016-65;02/11/2016;CERTIFICADA;59/2017;03/02/2017;;
NORDESTE;BA;JACOBINA;MALHADINHA DE DENTRO;01420.000514/2015-71;29/11/2014;CERTIFICADA;60/2017;03/02/2017;;
NORDESTE;BA;ENTRE RIOS;CIDADE NOVA;01420.010909/2016-63;31/10/2016;CERTIFICADA;61/2017;03/02/2017;;
NORDESTE;PE;BOM CONSELHO;SÍTIO LAGOA PRIMEIRA;01420.008279/2016-67;12/08/2016;CERTIFICADA;66/2017;14/02/2017;;
NORDESTE;PE;BOM CONSELHO;SÍTIO AMARGOSO;01420.011535/2016-01;04/11/2016;CERTIFICADA;67/2017;15/02/2017;;
NORDESTE;PE;ITAÍBA;CACIMBA DE NEGRAS E MOCAMBO;01420.004807/2016-17;30/03/2016;CERTIFICADA;68/2017;14/02/2017;;
NORDESTE;PE;ITAÍBA;ESTREITO;01420.007361/2016-74;23/06/2016;CERTIFICADA;69/2017;14/02/2017;;
NORDESTE;PE;ITAÍBA;RIACHO SECO E CABOCLO;01420.007330/2016-13;23/06/2016;CERTIFICADA;70/2017;14/02/2017;;
NORDESTE;PE;ITAÍBA;CARAÍBAS;01420.007327/2016-08;23/06/2016;CERTIFICADA;71/2017;14/02/2017;;
NORDESTE;PE;ITAÍBA;FLORES E VILÃOZINHO;01420.007325/2016-19;23/06/2016;CERTIFICADA;72/2017;14/02/2017;;
NORDESTE;PE;ITAÍBA;LAGOA DO BENTO;01420.004805/2016-10;30/04/2016;CERTIFICADA;73/2017;14/02/2017;;
NORDESTE;PE;IPOJUCA;ILHA DAS MERCÊS;01420.009274/2016-51;21/09/2016;CERTIFICADA;74/2017;14/02/2017;;
NORDESTE;PE;MIRANDIBA;JARDIM;01420.000031/2014-96;03/01/2014;CERTIFICADA;75/2017;14/02/2017;;
NORDESTE;PE;MIRANDIBA;CAJUEIRO;01420.004424/2011-26;13/04/2011;CERTIFICADA;76/2017;14/02/2017;;
SUDESTE;MG;CHAPADA DO NORTE;CÓRREGO DO CUBA;01420.007823/2010-68;09/12/2010;CERTIFICADA;78/2017;14/02/2017;54170.004823/2017-38;
SUDESTE;MG;JENIPAPO DE MINAS;SÃO JOSÉ DO BOLAS;01420.003738/2016-16;27/04/2016;CERTIFICADA;77/2017;14/02/2017;54170.004822/2017-53;
SUDESTE;MG;JENIPAPO DE MINAS;MARTINS;01420.003739/2016-61;27/04/2016;CERTIFICADA;79/2017;14/02/2017;54170.004821/2017-49;
SUDESTE;MG;JENIPAPO DE MINAS;CURTUME;01420.003742/2016-84;27/04/2016;CERTIFICADA;80/2017;14/02/2017;54170.004820/2017-02;
SUDESTE;MG;BOCAIÚVA;BORÁ;01420.009352/2016-18;02/05/2016;CERTIFICADA;81/2017;14/02/2017;54170.004775/2017-88;
SUDESTE;MG;BRASÍLIA DE MINAS;ANGICAL;01420.011651/2016-12;28/08/2016;CERTIFICADA;82/2017;14/02/2017;;
